epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6872	0.5361	0.6520	0.6642	0.6112	0.6581
2	0.6651	0.5861	0.6694	0.6446	0.6136	0.6652
3	0.6573	0.6076	0.6901	0.6437	0.6147	0.6830
4	0.6454	0.6215	0.7026	0.6397	0.6147	0.6738
5	0.6391	0.6222	0.7051	0.6372	0.6231	0.6807
6	0.6320	0.6327	0.7182	0.6496	0.5969	0.6765
7	0.6235	0.6525	0.7250	0.6463	0.6040	0.6719
8	0.6274	0.6406	0.7390	0.6369	0.6124	0.6836
9	0.6219	0.6419	0.7444	0.6503	0.6112	0.6719
10	0.6180	0.6464	0.7334	0.6488	0.6076	0.6588
11	0.6135	0.6610	0.7544	0.6914	0.6052	0.6544
12	0.6079	0.6695	0.7696	0.6636	0.6076	0.6601
13	0.5989	0.6661	0.7836	0.6662	0.6052	0.6669
14	0.5865	0.6811	0.7954	0.6621	0.6195	0.6647
15	0.5755	0.6926	0.7822	0.7072	0.5874	0.6403
