epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6883	0.5434	0.6088	0.6785	0.5659	0.7324
2	0.6816	0.5710	0.6323	0.6384	0.6671	0.7367
3	0.6752	0.5889	0.6444	0.6336	0.6918	0.7534
4	0.6722	0.5942	0.6512	0.6143	0.6953	0.7600
5	0.6726	0.5958	0.6504	0.6225	0.6847	0.7426
6	0.6682	0.6027	0.6620	0.6105	0.6953	0.7577
7	0.6658	0.6055	0.6613	0.6087	0.6894	0.7247
8	0.6630	0.6104	0.6548	0.6417	0.6294	0.7391
9	0.6572	0.6185	0.6800	0.6190	0.6941	0.7333
10	0.6588	0.6177	0.6915	0.6152	0.6965	0.7443
11	0.6553	0.6169	0.6939	0.6234	0.6718	0.7464
12	0.6544	0.6185	0.6890	0.6228	0.6753	0.7259
13	0.6512	0.6226	0.7100	0.6042	0.6812	0.7146
14	0.6482	0.6222	0.7203	0.6083	0.6835	0.7483
15	0.6367	0.6445	0.7181	0.6043	0.6718	0.7234
