epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7253	0.5138	0.5740	0.6936	0.4994	0.5717
2	0.6961	0.5100	0.6077	0.6871	0.5505	0.6028
3	0.6919	0.5183	0.6340	0.6855	0.5791	0.6052
4	0.6891	0.5348	0.6492	0.6829	0.5874	0.6102
5	0.6854	0.5386	0.6752	0.6810	0.5707	0.6134
6	0.6806	0.5568	0.6990	0.6785	0.5826	0.6277
7	0.6761	0.5665	0.7179	0.6768	0.5886	0.6178
8	0.6725	0.5661	0.7241	0.6721	0.5731	0.6164
9	0.6703	0.5851	0.7329	0.6679	0.5826	0.6383
10	0.6621	0.5902	0.7468	0.6750	0.5684	0.6221
11	0.6561	0.5895	0.7586	0.6698	0.5767	0.6183
12	0.6587	0.5957	0.7652	0.6718	0.6005	0.6269
13	0.6472	0.6150	0.7803	0.6682	0.5993	0.6273
14	0.6471	0.6240	0.7870	0.6658	0.5803	0.6297
15	0.6465	0.6133	0.8026	0.6692	0.5957	0.6219
