epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6937	0.5252	0.5788	0.6880	0.5413	0.5934
2	0.6894	0.5410	0.5905	0.6902	0.5318	0.5968
3	0.6872	0.5490	0.6043	0.6865	0.5472	0.6001
4	0.6839	0.5479	0.6122	0.6757	0.5696	0.6041
5	0.6791	0.5698	0.6333	0.6745	0.5825	0.6111
6	0.6790	0.5601	0.6466	0.6814	0.5731	0.5963
7	0.6907	0.5616	0.6443	0.6661	0.5755	0.6255
8	0.6758	0.5778	0.6652	0.6695	0.5932	0.6399
9	0.6693	0.5925	0.6729	0.6619	0.5979	0.6338
10	0.6585	0.6094	0.6817	0.6560	0.6002	0.6657
11	0.6529	0.6199	0.6992	0.6777	0.5967	0.6518
12	0.6435	0.6346	0.7129	0.6628	0.6144	0.6448
13	0.6404	0.6296	0.7103	0.6647	0.6014	0.6532
14	0.6383	0.6368	0.7398	0.6593	0.5920	0.6606
15	0.6305	0.6461	0.7431	0.6660	0.6120	0.6444
