epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7447	0.4581	0.5022	0.6903	0.6493	0.5095
2	0.6942	0.5123	0.5102	0.6896	0.6655	0.5270
3	0.6946	0.5111	0.5014	0.6954	0.3327	0.5097
4	0.6964	0.5025	0.5038	0.6997	0.3327	0.5156
5	0.6962	0.4877	0.4914	0.6993	0.3327	0.5074
6	0.6937	0.4877	0.5163	0.7013	0.3327	0.4669
7	0.6964	0.5099	0.4963	0.6943	0.3327	0.5120
8	0.6951	0.5012	0.4688	0.7003	0.3327	0.4896
9	0.6938	0.4926	0.4937	0.6972	0.3327	0.5158
10	0.6950	0.5025	0.5105	0.7047	0.3327	0.5087
11	0.6948	0.4828	0.5264	0.6975	0.3327	0.4805
12	0.6946	0.4963	0.5114	0.6951	0.3327	0.5015
13	0.6931	0.5000	0.5109	0.7029	0.3327	0.4862
14	0.6933	0.5086	0.5369	0.7032	0.3327	0.4978
15	0.6933	0.4975	0.5062	0.7010	0.3327	0.4972
