epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.5960	0.6829	0.7825	0.5810	0.6835	0.7864
2	0.5728	0.7088	0.7807	0.5750	0.6812	0.7724
3	0.5628	0.7075	0.8013	0.5429	0.7282	0.7939
4	0.5489	0.7243	0.8033	0.5542	0.7235	0.7903
5	0.5472	0.7320	0.8109	0.5496	0.7294	0.7946
6	0.5445	0.7229	0.8121	0.5507	0.7294	0.7933
7	0.5444	0.7317	0.8137	0.5588	0.7082	0.7967
8	0.5308	0.7401	0.8190	0.5426	0.7212	0.7935
9	0.5285	0.7394	0.8218	0.5518	0.7224	0.7829
10	0.5297	0.7414	0.8309	0.5449	0.7541	0.7952
11	0.5155	0.7458	0.8404	0.5381	0.7235	0.8045
12	0.5071	0.7539	0.8523	0.5429	0.7353	0.8003
13	0.5070	0.7582	0.8425	0.5422	0.7329	0.8046
14	0.5047	0.7555	0.8626	0.5345	0.7424	0.8014
15	0.4954	0.7559	0.8626	0.5588	0.7200	0.8048
