epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7240	0.5037	0.4812	0.6947	0.4800	0.4651
2	0.6947	0.5128	0.5382	0.6921	0.5282	0.5614
3	0.6949	0.5125	0.5537	0.6950	0.4800	0.5537
4	0.6958	0.4983	0.5310	0.6936	0.4800	0.5437
5	0.6929	0.5118	0.5278	0.6982	0.4800	0.5233
6	0.6941	0.5128	0.5666	0.6971	0.4800	0.5783
7	0.6919	0.5216	0.5522	0.6980	0.4800	0.5656
8	0.6916	0.5375	0.5582	0.7002	0.4800	0.5890
9	0.6890	0.5405	0.5898	0.6985	0.4800	0.6377
10	0.6891	0.5416	0.5960	0.6965	0.4800	0.6357
11	0.6869	0.5520	0.6112	0.6968	0.4835	0.6450
12	0.6875	0.5429	0.6156	0.6976	0.4800	0.6363
13	0.6873	0.5517	0.6192	0.6950	0.4918	0.6376
14	0.6815	0.5693	0.6273	0.6901	0.5118	0.6461
15	0.6773	0.5730	0.6382	0.6935	0.5035	0.6403
