epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6912	0.5183	0.6183	0.7247	0.3453	0.4402
2	0.6828	0.5654	0.6591	0.7381	0.3813	0.4793
3	0.6721	0.5995	0.6764	0.7964	0.3507	0.4619
4	0.6659	0.5982	0.6908	0.6984	0.5270	0.4854
5	0.6525	0.6113	0.7102	0.7416	0.4730	0.4695
6	0.6434	0.6099	0.7187	0.8022	0.4209	0.4567
7	0.6403	0.6217	0.7306	0.7899	0.4424	0.4611
8	0.6268	0.6322	0.7461	0.8377	0.4191	0.4607
9	0.6124	0.6518	0.7582	0.8236	0.4245	0.4702
10	0.6105	0.6531	0.7733	0.8245	0.4317	0.4569
11	0.6180	0.6479	0.7642	0.7108	0.5486	0.4993
12	0.6046	0.6610	0.7991	0.7895	0.4568	0.4558
13	0.5931	0.6754	0.8108	0.8190	0.4317	0.4429
14	0.5907	0.6767	0.8255	0.7738	0.4802	0.4662
15	0.5740	0.7107	0.8168	1.0145	0.3597	0.4295
