epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7459	0.4964	0.5711	0.6909	0.5366	0.5786
2	0.6949	0.5241	0.6018	0.6900	0.5236	0.6154
3	0.6923	0.5306	0.6302	0.6798	0.5825	0.6218
4	0.6858	0.5583	0.6417	0.6810	0.5814	0.6374
5	0.6846	0.5587	0.6551	0.6759	0.6026	0.6373
6	0.6823	0.5590	0.6683	0.6776	0.6061	0.6312
7	0.6764	0.5799	0.6852	0.6727	0.6203	0.6305
8	0.6772	0.5742	0.6906	0.6753	0.5814	0.6270
9	0.6725	0.5893	0.7049	0.6702	0.6061	0.6390
10	0.6694	0.5828	0.7152	0.6658	0.6167	0.6469
11	0.6732	0.5832	0.7315	0.6691	0.6167	0.6461
12	0.6637	0.5878	0.7430	0.6703	0.5896	0.6382
13	0.6582	0.6109	0.7507	0.6623	0.6191	0.6559
14	0.6639	0.6141	0.7648	0.6617	0.6250	0.6658
15	0.6481	0.6292	0.7737	0.6612	0.6156	0.6497
