epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6899	0.5443	0.5630	0.7252	0.6580	0.7449
2	0.6442	0.6350	0.6757	0.7106	0.6969	0.7584
3	0.6162	0.6659	0.7200	0.7011	0.6981	0.7633
4	0.5924	0.6868	0.7511	0.6970	0.6934	0.7579
5	0.5654	0.7113	0.7808	0.6975	0.6828	0.7517
6	0.5363	0.7387	0.8089	0.7004	0.6792	0.7500
7	0.5178	0.7531	0.8243	0.6957	0.6710	0.7414
8	0.4898	0.7804	0.8461	0.6923	0.6757	0.7405
9	0.4803	0.7844	0.8531	0.6996	0.6722	0.7393
10	0.4711	0.7880	0.8600	0.6973	0.6733	0.7383
11	0.4671	0.7905	0.8625	0.6972	0.6722	0.7365
12	0.4623	0.7959	0.8655	0.6961	0.6722	0.7347
13	0.4469	0.8125	0.8777	0.6960	0.6722	0.7343
14	0.4448	0.8110	0.8776	0.6962	0.6722	0.7347
15	0.4490	0.8099	0.8746	0.6964	0.6722	0.7347
