epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6911	0.5322	0.5376	0.7397	0.5448	0.6042
2	0.6891	0.5369	0.5427	0.7383	0.5566	0.6251
3	0.6889	0.5409	0.5474	0.7374	0.5672	0.6391
4	0.6866	0.5514	0.5626	0.7366	0.5578	0.6469
5	0.6844	0.5500	0.5702	0.7361	0.5613	0.6533
6	0.6848	0.5544	0.5687	0.7357	0.5660	0.6569
7	0.6824	0.5504	0.5817	0.7355	0.5660	0.6587
8	0.6839	0.5487	0.5716	0.7355	0.5684	0.6601
9	0.6804	0.5662	0.5922	0.7354	0.5696	0.6610
10	0.6844	0.5530	0.5721	0.7354	0.5708	0.6610
11	0.6823	0.5655	0.5830	0.7354	0.5696	0.6612
12	0.6811	0.5601	0.5882	0.7354	0.5731	0.6615
13	0.6828	0.5477	0.5769	0.7354	0.5696	0.6613
14	0.6840	0.5483	0.5713	0.7354	0.5708	0.6615
15	0.6812	0.5669	0.5881	0.7354	0.5708	0.6612
