epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7304	0.5000	0.5015	0.6948	0.5006	0.4770
2	0.6961	0.5075	0.5300	0.6956	0.5006	0.4939
3	0.6947	0.4997	0.5141	0.6937	0.5006	0.5056
4	0.6927	0.5201	0.5292	0.6959	0.5006	0.5130
5	0.6906	0.5405	0.5640	0.6967	0.5006	0.5168
6	0.6916	0.5279	0.5796	0.6999	0.5006	0.5545
7	0.6877	0.5436	0.4174	0.7043	0.5006	0.4714
8	0.6886	0.5456	0.5828	0.7018	0.5006	0.5344
9	0.6881	0.5368	0.6109	0.6979	0.5006	0.5561
10	0.6844	0.5568	0.6346	0.7006	0.5006	0.5629
11	0.6864	0.5480	0.6021	0.7041	0.5006	0.5249
12	0.6847	0.5681	0.6586	0.7055	0.5006	0.5576
13	0.6770	0.5783	0.6506	0.7208	0.5006	0.5600
14	0.6780	0.5739	0.6832	0.7142	0.5006	0.5542
15	0.6684	0.5922	0.6262	0.7283	0.5006	0.5482
