epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7957	0.4905	0.5104	0.6976	0.4800	0.5097
2	0.6994	0.4919	0.5241	0.6996	0.4800	0.5423
3	0.6957	0.5111	0.5272	0.6984	0.4800	0.5225
4	0.6934	0.5196	0.5477	0.6921	0.5000	0.6315
5	0.6938	0.5203	0.5329	0.6980	0.4800	0.6131
6	0.6942	0.5111	0.5427	0.7011	0.4800	0.5963
7	0.6917	0.5155	0.5733	0.6944	0.4812	0.6470
8	0.6891	0.5466	0.5934	0.6953	0.4812	0.6643
9	0.6886	0.5439	0.5991	0.6955	0.4788	0.6365
10	0.6859	0.5497	0.6176	0.6942	0.4871	0.6499
11	0.6866	0.5564	0.6240	0.7014	0.4800	0.6466
12	0.6781	0.5699	0.6423	0.6959	0.4976	0.6650
13	0.6788	0.5595	0.6558	0.6974	0.4941	0.6238
14	0.6687	0.5899	0.6502	0.7027	0.4871	0.6104
15	0.6692	0.5936	0.6766	0.7016	0.4906	0.6194
