epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6876	0.5419	0.6323	0.6636	0.5955	0.6444
2	0.6630	0.6015	0.6922	0.6390	0.6368	0.6946
3	0.6497	0.6346	0.6997	0.6369	0.6321	0.6981
4	0.6403	0.6474	0.7102	0.6323	0.6498	0.6997
5	0.6414	0.6433	0.7202	0.6315	0.6344	0.7044
6	0.6414	0.6379	0.7185	0.6349	0.6415	0.6971
7	0.6361	0.6373	0.7263	0.6382	0.6380	0.7028
8	0.6222	0.6598	0.7450	0.6328	0.6226	0.6933
9	0.6233	0.6655	0.7422	0.6406	0.6450	0.7016
10	0.6186	0.6655	0.7273	0.6888	0.6203	0.6996
11	0.6211	0.6649	0.7459	0.6319	0.6403	0.7034
12	0.6099	0.6794	0.7535	0.6293	0.6427	0.7068
13	0.6048	0.6692	0.7768	0.6252	0.6498	0.7044
14	0.6119	0.6689	0.7748	0.6265	0.6627	0.7067
15	0.6002	0.6807	0.7758	0.6318	0.6462	0.6994
