epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6903	0.5278	0.6050	0.6749	0.5849	0.6225
2	0.6805	0.5645	0.6669	0.6824	0.5495	0.6815
3	0.6615	0.5965	0.6934	0.6320	0.6486	0.7073
4	0.6408	0.6403	0.7091	0.6223	0.6533	0.7149
5	0.6372	0.6315	0.7206	0.6354	0.6474	0.7109
6	0.6303	0.6588	0.7308	0.6324	0.6439	0.7172
7	0.6332	0.6514	0.7273	0.6256	0.6592	0.7150
8	0.6247	0.6602	0.7457	0.6241	0.6474	0.7114
9	0.6149	0.6696	0.7476	0.6239	0.6415	0.7156
10	0.6189	0.6598	0.7585	0.6213	0.6616	0.7087
11	0.6092	0.6726	0.7684	0.6230	0.6498	0.7096
12	0.5982	0.6800	0.7701	0.6324	0.6450	0.7065
13	0.5947	0.6878	0.7935	0.6262	0.6533	0.7062
14	0.5930	0.6753	0.7975	0.6285	0.6557	0.7027
15	0.5813	0.6996	0.7995	0.6467	0.6344	0.7073
