epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6873	0.5417	0.5625	0.7092	0.6112	0.6611
2	0.6276	0.6567	0.6992	0.6989	0.6421	0.6843
3	0.5850	0.6935	0.7542	0.6892	0.6231	0.6899
4	0.5601	0.7125	0.7770	0.6873	0.6492	0.6944
5	0.5428	0.7386	0.7970	0.7016	0.6326	0.6949
6	0.5226	0.7431	0.8146	0.6889	0.6492	0.6937
7	0.5026	0.7679	0.8314	0.6914	0.6504	0.6924
8	0.4882	0.7744	0.8398	0.6886	0.6480	0.6911
9	0.4687	0.7944	0.8552	0.6824	0.6480	0.6867
10	0.4619	0.7986	0.8610	0.6830	0.6457	0.6840
11	0.4544	0.8099	0.8639	0.6836	0.6468	0.6851
12	0.4531	0.8058	0.8658	0.6850	0.6564	0.6860
13	0.4526	0.8120	0.8644	0.6851	0.6516	0.6847
14	0.4430	0.8023	0.8722	0.6859	0.6564	0.6843
15	0.4477	0.8120	0.8684	0.6859	0.6540	0.6848
