epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6878	0.5642	0.5962	0.6730	0.6024	0.5483
2	0.6808	0.5733	0.7149	0.6701	0.6024	0.6924
3	0.6670	0.5847	0.7497	0.6654	0.6624	0.7244
4	0.6358	0.6254	0.7758	0.5883	0.7141	0.7672
5	0.6169	0.6648	0.7910	0.5862	0.7200	0.7734
6	0.5941	0.6802	0.8014	0.6141	0.6906	0.7852
7	0.5931	0.6873	0.8071	0.5801	0.7282	0.7925
8	0.5751	0.7001	0.8155	0.6048	0.7188	0.7954
9	0.5789	0.7021	0.8192	0.5973	0.7329	0.8020
10	0.5625	0.7108	0.8178	0.5913	0.7059	0.7982
11	0.5665	0.7182	0.8205	0.5935	0.7200	0.7979
12	0.5603	0.7139	0.8234	0.6101	0.6871	0.7994
13	0.5512	0.7219	0.8263	0.5739	0.7400	0.7998
14	0.5614	0.7051	0.8291	0.5899	0.7282	0.8015
15	0.5501	0.7159	0.8247	0.6312	0.6741	0.7976
